original,translation,phonetics,format,notes
וְהֻֽגַּד־לְךָ֖,y te sea contado,vehúgad-lejá,,
וְשָׁמָ֑עְתָּ,"y oigas,",veshamáeta,,
וְדָרַשְׁתָּ֣,e investigues,vedarashtá,,
הֵיטֵ֔ב,"bien,",hetev,,
וְהִנֵּ֤ה,y he aquí:,vehiné,,
אֱמֶת֙,"[es] verdad,",emet,,
נָכ֣וֹן,cierto,najon,,
הַדָּבָ֔ר,el asunto;,hadavar,,
נֶעֶשְׂתָ֛ה,fue hecha,neestá,,
הַתּוֹעֵבָ֥ה,la abominación,hatoevá,,
הַזֹּ֖את,esta,hazot,,
בְּיִשְׂרָאֵֽל׃,en Israel;,beisrael,,
5,,,subchapter,
,"sacarás al hombre aquel o a la mujer aquella que hicieron la cosa mala esta hacia tus puertas, al hombre o a la mujer, y los apedrearás con piedras y morirán.",,intro,
וְהֽוֹצֵאתָ֣,sacarás,vehotzetá,,
אֶת־הָאִ֣ישׁ,al hombre,et-haish,,
הַה֡וּא,aquel,hahu,,
אוֹ֩,o,o,,
אֶת־הָאִשָּׁ֨ה,a la mujer,et-haishá,,
הַהִ֜וא,aquella,hahiv,,
אֲשֶׁ֣ר,que,asher,,
עָ֠שׂ֠וּ,hicieron,asu,,
אֶת־הַדָּבָ֨ר,la cosa,et-hadavar,,
הָרָ֤ע,mala,hará,,
הַזֶּה֙,esta,hazé,,
אֶל־שְׁעָרֶ֔יךָ,"hacia tus puertas,",el-sheareja,,
אֶת־הָאִ֕ישׁ,al hombre,et-haish,,
א֖וֹ,o,o,,
אֶת־הָאִשָּׁ֑ה,"a la mujer,",et-haishá,,
וּסְקַלְתָּ֥ם,y los apedrearás,usekaltam,,
בָּאֲבָנִ֖ים,con piedras,baavanim,,
וָמֵֽתוּ׃,y morirán.,vametu,,
6,,,subchapter,
,Por boca de dos testigos o tres testigos será muerto quien ha de morir; no será muerto por boca de un testigo solo.,,intro,
עַל־פִּ֣י,Por boca de,al-pi,,
שְׁנַ֣יִם,dos,shenáim,,
עֵדִ֗ים,testigos,edim,,
א֛וֹ,o,o,,
שְׁלֹשָׁ֥ה,tres,sheloshá,,
עֵדִ֖ים,testigos,edim,,
יוּמַ֣ת,será muerto,iumat,,
הַמֵּ֑ת,quien ha de morir;,hamet,,
לֹ֣א,no,lo,,
יוּמַ֔ת,será muerto,iumat,,
עַל־פִּ֖י,por boca de,al-pi,,
עֵ֥ד,un testigo,ed,,
אֶחָֽד׃,solo.,ejad,,
7,,,subchapter,
,"[La] mano de los testigos estará sobre él primero para darle muerte, y [la] mano de todo el pueblo después; y eliminarás el mal de en medio de ti.",,intro,
יַ֣ד,[La] mano de,iad,,
הָעֵדִ֞ים,los testigos,haedim,,
תִּֽהְיֶה־בּ֤וֹ,estará sobre él,tíheie-bo,,
בָרִאשֹׁנָה֙,primero,varishoná,,
לַהֲמִית֔וֹ,"para darle muerte,",lahamito,,
וְיַ֥ד,y [la] mano de,veiad,,
כׇּל־הָעָ֖ם,todo el pueblo,kol-haam,,
בָּאַחֲרֹנָ֑ה,después;,baajaroná,,
וּבִֽעַרְתָּ֥,y eliminarás,uviartá,,
הָרָ֖ע,el mal,hará,,
מִקִּרְבֶּֽךָ׃,de en medio de ti.,mikirbeja,,
8,,,subchapter,
,"Cuando sea demasiado difícil para ti un asunto para el juicio, entre sangre y sangre, entre litigio y litigio, y entre lesión y lesión, asuntos de disputas en tus puertas, te levantarás y subirás al lugar que escoja Adonai tu Dios en él.",,intro,
כִּ֣י,Cuando,ki,,
יִפָּלֵא֩,sea demasiado difícil,ipalé,,
מִמְּךָ֨,para ti,mimejá,,
דָבָ֜ר,un asunto,davar,,
לַמִּשְׁפָּ֗ט,"para el juicio,",lamishpat,,
בֵּֽין־דָּ֨ם,entre sangre,ben-dam,,
לְדָ֜ם,"y sangre,",ledam,,
בֵּֽין־דִּ֣ין,entre litigio,ben-din,,
לְדִ֗ין,"y litigio,",ledín,,
וּבֵ֥ין,y entre,uvén,,
נֶ֙גַע֙,lesión,negá,,
לָנֶ֔גַע,"y lesión,",lanega,,
דִּבְרֵ֥י,asuntos de,divré,,
רִיבֹ֖ת,disputas,rivot,,
בִּשְׁעָרֶ֑יךָ,"en tus puertas,",bishareja,,
וְקַמְתָּ֣,te levantarás,vekamtá,,
וְעָלִ֔יתָ,y subirás,vealita,,
אֶ֨ל־הַמָּק֔וֹם,al lugar,el-hamákom,,
אֲשֶׁ֥ר,que,asher,,
יִבְחַ֛ר,escoja,ivjar,,
יְהֹוָ֥ה,Adonai,adonai,,
אֱלֹהֶ֖יךָ,tu Dios,eloheja,,
בּֽוֹ׃,en él.,bo,,
9,,,subchapter,
,"Y vendrás a los sacerdotes los levitas y al juez que haya en los días aquellos; e investigarás, y te declararán a ti la palabra de el juicio.",,intro,
וּבָאתָ֗,Y vendrás,uvatá,,
אֶל־הַכֹּהֲנִים֙,a los sacerdotes,el-hakohanim,,
הַלְוִיִּ֔ם,los levitas,halviim,,
וְאֶ֨ל־הַשֹּׁפֵ֔ט,y al juez,veel-hashofet,,
אֲשֶׁ֥ר,que,asher,,
יִהְיֶ֖ה,haya,ihié,,
בַּיָּמִ֣ים,en los días,baiamim,,
הָהֵ֑ם,aquellos;,hahem,,
וְדָרַשְׁתָּ֙,"e investigarás,",vedarashtá,,
וְהִגִּ֣ידוּ,y te declararán,vehigidu,,
לְךָ֔,a ti,lejá,,
אֵ֖ת,la,et,,
דְּבַ֥ר,palabra de,devar,,
הַמִּשְׁפָּֽט׃,el juicio.,hamishpat,,
10,,,subchapter,
,Y harás según la palabra que te declaren a ti desde el lugar aquel que escoja Adonai; y cuidarás de hacer conforme a todo lo que te enseñen.,,intro,
וְעָשִׂ֗יתָ,Y harás,veasita,,
עַל־פִּ֤י,según,al-pi,,
הַדָּבָר֙,la palabra,hadavar,,
אֲשֶׁ֣ר,que,asher,,
יַגִּ֣ידֽוּ,te declaren,iagidu,,
לְךָ֔,a ti,lejá,,
מִן־הַמָּק֣וֹם,desde el lugar,min-hamákom,,
הַה֔וּא,aquel,hahu,,
אֲשֶׁ֖ר,que,asher,,
יִבְחַ֣ר,escoja,ivjar,,
יְהֹוָ֑ה,Adonai;,adonai,,
וְשָׁמַרְתָּ֣,y cuidarás,veshamartá,,
לַעֲשׂ֔וֹת,de hacer,laásot,,
כְּכֹ֖ל,conforme a todo,kejol,,
אֲשֶׁ֥ר,lo que,asher,,
יוֹרֽוּךָ׃,te enseñen.,ióruja,,
11,,,subchapter,
,"Según la Torá que te enseñen, y según el juicio que te digan a ti, harás; no te apartarás de la palabra que te declaren a ti, [ni] derecha ni izquierda.",,intro,
עַל־פִּ֨י,Según,al-pi,,
הַתּוֹרָ֜ה,la Torá,hatorá,,
אֲשֶׁ֣ר,que,asher,,
יוֹר֗וּךָ,"te enseñen,",ióruja,,
וְעַל־הַמִּשְׁפָּ֛ט,y según el juicio,veal-hamishpat,,
אֲשֶׁר־יֹאמְר֥וּ,que te digan,asher-iomru,,
לְךָ֖,"a ti,",lejá,,
תַּעֲשֶׂ֑ה,harás;,taasé,,
לֹ֣א,no,lo,,
תָס֗וּר,te apartarás,tásur,,
מִן־הַדָּבָ֛ר,de la palabra,min-hadavar,,
אֲשֶׁר־יַגִּ֥ידֽוּ,que te declaren,asher-iagidu,,
לְךָ֖,"a ti,",lejá,,
יָמִ֥ין,[ni] derecha,iamín,,
וּשְׂמֹֽאל׃,ni izquierda.,usemol,,
12,,,subchapter,
,"Y el hombre que actúe con arrogancia, para no escuchar al sacerdote que está para servir allí a Adonai tu Dios, o al juez, morirá el hombre aquel; y eliminarás el mal de Israel.",,intro,
וְהָאִ֞ישׁ,Y el hombre,vehaish,,
אֲשֶׁר־יַעֲשֶׂ֣ה,que actúe,asher-iaasé,,
בְזָד֗וֹן,"con arrogancia,",vezadon,,
לְבִלְתִּ֨י,para no,leviltí,,
שְׁמֹ֤עַ,escuchar,shemoa,,
אֶל־הַכֹּהֵן֙,al sacerdote,el-hakohén,,
הָעֹמֵ֞ד,que está,haomed,,
לְשָׁ֤רֶת,para servir,lesháret,,
שָׁם֙,allí,sham,,
אֶת־יְהֹוָ֣ה,a Adonai,et-adonai,,
אֱלֹהֶ֔יךָ,"tu Dios,",eloheja,,
א֖וֹ,o,o,,
אֶל־הַשֹּׁפֵ֑ט,"al juez,",el-hashofet,,
וּמֵת֙,morirá,umet,,
הָאִ֣ישׁ,el hombre,haish,,
הַה֔וּא,aquel;,hahu,,
וּבִֽעַרְתָּ֥,y eliminarás,uviartá,,
הָרָ֖ע,el mal,hará,,
מִיִּשְׂרָאֵֽל׃,de Israel.,miisrael,,
13,,,subchapter,
,"Y todo el pueblo oirá y temerá, y no actuarán con arrogancia más.",,intro,
וְכׇל־הָעָ֖ם,Y todo el pueblo,vejol-haam,,
יִשְׁמְע֣וּ,oirá,ishmeu,,
וְיִרָ֑אוּ,"y temerá,",veirau,,
וְלֹ֥א,y no,veló,,
יְזִיד֖וּן,actuarán con arrogancia,iezidun,,
עֽוֹד׃,más.,od,,
