original,translation,phonetics,format,notes
נָבִ֨יא,Un profeta,naví,,
אָקִ֥ים,levantaré,akim,,
לָהֶ֛ם,para ellos,lahem,,
מִקֶּ֥רֶב,de en medio de,mikérev,,
אֲחֵיהֶ֖ם,"sus hermanos,",ajehem,,
כָּמ֑וֹךָ,como tú;,kámoja,,
וְנָתַתִּ֤י,y pondré,venatatí,,
דְבָרַי֙,Mis palabras,devarái,,
בְּפִ֔יו,"en su boca,",befiv,,
וְדִבֶּ֣ר,y hablará,vediber,,
אֲלֵיהֶ֔ם,a ellos,alehem,,
אֵ֖ת,todo,et,,
כׇּל־אֲשֶׁ֥ר,lo que,kol-asher,,
אֲצַוֶּֽנּוּ׃,le ordene.,atzavenu,,
19,,,subchapter,
,"Y será: el hombre que no escuche Mis palabras que él hable en Mi nombre, Yo pediré cuentas de él.",,intro,
וְהָיָ֗ה,Y será:,vehaiá,,
הָאִישׁ֙,el hombre,haish,,
אֲשֶׁ֤ר,que,asher,,
לֹֽא־יִשְׁמַע֙,no escuche,lo-ishmá,,
אֶל־דְּבָרַ֔י,Mis palabras,el-devarái,,
אֲשֶׁ֥ר,que,asher,,
יְדַבֵּ֖ר,él hable,iedaber,,
בִּשְׁמִ֑י,"en Mi nombre,",bishmí,,
אָנֹכִ֖י,Yo,anojí,,
אֶדְרֹ֥שׁ,pediré cuentas,edrosh,,
מֵעִמּֽוֹ׃,de él.,meimo,,
20,,,subchapter,
,"Pero el profeta que se atreva a hablar una palabra en Mi nombre, la que no le ordené hablar, o que hable en [el] nombre de dioses otros, morirá el profeta aquel.",,intro,
אַ֣ךְ,Pero,aj,,
הַנָּבִ֡יא,el profeta,hanaví,,
אֲשֶׁ֣ר,que,asher,,
יָזִיד֩,se atreva,iazid,,
לְדַבֵּ֨ר,a hablar,ledaber,,
דָּבָ֜ר,una palabra,davar,,
בִּשְׁמִ֗י,"en Mi nombre,",bishmí,,
אֵ֣ת,la,et,,
אֲשֶׁ֤ר,que,asher,,
לֹֽא־צִוִּיתִיו֙,no le ordené,lo-tzivitiv,,
לְדַבֵּ֔ר,"hablar,",ledaber,,
וַאֲשֶׁ֣ר,o que,vaasher,,
יְדַבֵּ֔ר,hable,iedaber,,
בְּשֵׁ֖ם,en [el] nombre de,beshem,,
אֱלֹהִ֣ים,dioses,elohim,,
אֲחֵרִ֑ים,"otros,",ajerim,,
וּמֵ֖ת,morirá,umet,,
הַנָּבִ֥יא,el profeta,hanaví,,
הַהֽוּא׃,aquel.,hahu,,
21,,,subchapter,
,Y cuando digas en tu corazón: ¿Cómo conoceremos la palabra que no habló Adonai?,,intro,
וְכִ֥י,Y cuando,vejí,,
תֹאמַ֖ר,digas,tomar,,
בִּלְבָבֶ֑ךָ,en tu corazón:,bilvaveja,,
אֵיכָה֙,¿Cómo,ejá,,
נֵדַ֣ע,conoceremos,nedá,,
אֶת־הַדָּבָ֔ר,la palabra,et-hadavar,,
אֲשֶׁ֥ר,que,asher,,
לֹא־דִבְּר֖וֹ,no habló,lo-dibero,,
יְהֹוָֽה׃,Adonai?,adonai,,
22,,,subchapter,
,"Lo que hable el profeta en [el] nombre de Adonai, y no suceda la palabra ni se cumpla, esa [es] la palabra que no habló Adonai; con arrogancia la habló el profeta; no temerás de él.",,intro,
אֲשֶׁר֩,Lo que,asher,,
יְדַבֵּ֨ר,hable,iedaber,,
הַנָּבִ֜יא,el profeta,hanaví,,
בְּשֵׁ֣ם,en [el] nombre de,beshem,,
יְהֹוָ֗ה,"Adonai,",adonai,,
וְלֹֽא־יִהְיֶ֤ה,y no suceda,veló-ihié,,
הַדָּבָר֙,la palabra,hadavar,,
וְלֹ֣א,ni,veló,,
יָבֹ֔א,"se cumpla,",iavó,,
ה֣וּא,esa [es],hu,,
הַדָּבָ֔ר,la palabra,hadavar,,
אֲשֶׁ֥ר,que,asher,,
לֹא־דִבְּר֖וֹ,no habló,lo-dibero,,
יְהֹוָ֑ה,Adonai;,adonai,,
בְּזָדוֹן֙,con arrogancia,bezadón,,
דִּבְּר֣וֹ,la habló,dibero,,
הַנָּבִ֔יא,el profeta;,hanaví,,
לֹ֥א,no,lo,,
תָג֖וּר,temerás,tágur,,
מִמֶּֽנּוּ׃,de él.,mimenu,,
CAPÍTULO 19,CAPÍTULO 19,,chapter,
1,,,subchapter,
,"Cuando elimine Adonai tu Dios a las naciones que Adonai tu Dios te da a ti su tierra, y las heredes y habites en sus ciudades y en sus casas;",,intro,
כִּֽי־יַכְרִ֞ית,Cuando elimine,ki-iajrit,,
יְהֹוָ֤ה,Adonai,adonai,,
אֱלֹהֶ֙יךָ֙,tu Dios,elohejá,,
אֶת־הַגּוֹיִ֔ם,a las naciones,et-hagoim,,
אֲשֶׁר֙,que,asher,,
יְהֹוָ֣ה,Adonai,adonai,,
אֱלֹהֶ֔יךָ,tu Dios,eloheja,,
נֹתֵ֥ן,te da,notén,,
לְךָ֖,a ti,lejá,,
אֶת־אַרְצָ֑ם,"su tierra,",et-artzam,,
וִֽירִשְׁתָּ֕ם,y las heredes,virishtam,,
וְיָשַׁבְתָּ֥,y habites,veiashavtá,,
בְעָרֵיהֶ֖ם,en sus ciudades,vearehem,,
וּבְבָתֵּיהֶֽם׃,y en sus casas;,uvevatehem,,
2,,,subchapter,
,"tres ciudades separarás para ti dentro de tu tierra, que Adonai tu Dios te da a ti para heredarla.",,intro,
שָׁל֥וֹשׁ,tres,shálosh,,
עָרִ֖ים,ciudades,arim,,
תַּבְדִּ֣יל,separarás,tavdil,,
לָ֑ךְ,para ti,loj,,
בְּת֣וֹךְ,dentro de,bétoj,,
אַרְצְךָ֔,"tu tierra,",artzejá,,
אֲשֶׁר֙,que,asher,,
יְהֹוָ֣ה,Adonai,adonai,,
אֱלֹהֶ֔יךָ,tu Dios,eloheja,,
נֹתֵ֥ן,te da,notén,,
לְךָ֖,a ti,lejá,,
לְרִשְׁתָּֽהּ׃,para heredarla.,lerishtah,,
3,,,subchapter,
,"Prepararás para ti el camino, y dividirás en tres el territorio de tu tierra que te hará heredar Adonai tu Dios; y será para que huya allí todo homicida.",,intro,
תָּכִ֣ין,Prepararás,tajín,,
לְךָ֮,para ti,lejá,,
הַדֶּ֒רֶךְ֒,"el camino,",haderej,,
וְשִׁלַּשְׁתָּ֙,y dividirás en tres,veshilashtá,,
אֶת־גְּב֣וּל,el territorio de,et-gévul,,
אַרְצְךָ֔,tu tierra,artzejá,,
אֲשֶׁ֥ר,que,asher,,
יַנְחִֽילְךָ֖,te hará heredar,ianjiljá,,
יְהֹוָ֣ה,Adonai,adonai,,
אֱלֹהֶ֑יךָ,tu Dios;,eloheja,,
וְהָיָ֕ה,y será,vehaiá,,
לָנ֥וּס,para que huya,lanus,,
שָׁ֖מָּה,allí,shama,,
כׇּל־רֹצֵֽחַ׃,todo homicida.,kol-rotzeja,,
4,,,subchapter,
,"Y este [es] el caso de el homicida que huya allí y viva: quien golpee a su prójimo sin conocimiento, y él no lo odiaba a él desde ayer ni anteayer.",,intro,
וְזֶה֙,Y este [es],vezé,,
דְּבַ֣ר,el caso de,devar,,
הָרֹצֵ֔חַ,el homicida,harotzeja,,
אֲשֶׁר־יָנ֥וּס,que huya,asher-ianus,,
שָׁ֖מָּה,allí,shama,,
וָחָ֑י,y viva:,vajái,,
אֲשֶׁ֨ר,quien,asher,,
יַכֶּ֤ה,golpee,iaké,,
אֶת־רֵעֵ֙הוּ֙,a su prójimo,et-reehú,,
בִּבְלִי־דַ֔עַת,"sin conocimiento,",bivlí-dáat,,
וְה֛וּא,y él,vehu,,
לֹא־שֹׂנֵ֥א,no lo odiaba,lo-soné,,
ל֖וֹ,a él,lo,,
מִתְּמֹ֥ל,desde ayer,mitemol,,
שִׁלְשֹֽׁם׃,ni anteayer.,shilshom,,
5,,,subchapter,
,"Y quien entre con su prójimo en el bosque para cortar madera, y se impulse su mano con el hacha para cortar el árbol, y se desprenda el hierro del mango, y alcance a su prójimo y muera, él huirá a una de las ciudades estas y vivirá;",,intro,
וַאֲשֶׁר֩,Y quien,vaasher,,
יָבֹ֨א,entre,iavó,,
אֶת־רֵעֵ֥הוּ,con su prójimo,et-reehu,,
בַיַּ֘עַר֮,en el bosque,vaiaar,,
לַחְטֹ֣ב,para cortar,lajtov,,
עֵצִים֒,"madera,",etzim,,
וְנִדְּחָ֨ה,y se impulse,venidejá,,
יָד֤וֹ,su mano,iado,,
בַגַּרְזֶן֙,con el hacha,vagarzén,,
לִכְרֹ֣ת,para cortar,lijrot,,
הָעֵ֔ץ,"el árbol,",haetz,,
וְנָשַׁ֤ל,y se desprenda,venashal,,
הַבַּרְזֶל֙,el hierro,habarzel,,
מִן־הָעֵ֔ץ,"del mango,",min-haetz,,
וּמָצָ֥א,y alcance,umatzá,,
אֶת־רֵעֵ֖הוּ,a su prójimo,et-reehu,,
וָמֵ֑ת,"y muera,",vamet,,
ה֗וּא,él,hu,,
יָנ֛וּס,huirá,ianus,,
אֶל־אַחַ֥ת,a una de,el-ajat,,
הֶעָרִים־הָאֵ֖לֶּה,las ciudades estas,hearim-haele,,
וָחָֽי׃,y vivirá;,vajái,,
6,,,subchapter,
,"no sea que persiga el vengador de la sangre tras el homicida, cuando se enardezca su corazón, y lo alcance porque sea largo el camino, y lo golpee [quitándole la] vida, aunque él no tenga sentencia de muerte, pues no lo odiaba él a él desde ayer ni anteayer.",,intro,
פֶּן־יִרְדֹּף֩,no sea que persiga,pen-irdof,,
גֹּאֵ֨ל,el vengador de,goel,,
הַדָּ֜ם,la sangre,hadam,,
אַחֲרֵ֣י,tras,ajaré,,
הָרֹצֵ֗חַ,"el homicida,",harotzeja,,
כִּי־יֵחַם֮,cuando se enardezca,ki-iejam,,
לְבָבוֹ֒,"su corazón,",levavó,,
וְהִשִּׂיג֛וֹ,y lo alcance,vehisigo,,
כִּֽי־יִרְבֶּ֥ה,porque sea largo,ki-irbé,,
הַדֶּ֖רֶךְ,"el camino,",hadérej,,
וְהִכָּ֣הוּ,y lo golpee,vehikahu,,
נָ֑פֶשׁ,"[quitándole la] vida,",náfesh,,
וְלוֹ֙,aunque él,veló,,
אֵ֣ין,no tenga,en,,
מִשְׁפַּט־מָ֔וֶת,"sentencia de muerte,",mishpat-mávet,,
כִּ֠י,pues,ki,,
לֹ֣א,no,lo,,
שֹׂנֵ֥א,lo odiaba,soné,,
ה֛וּא,él,hu,,
ל֖וֹ,a él,lo,,
מִתְּמ֥וֹל,desde ayer,mitémol,,
שִׁלְשֽׁוֹם׃,ni anteayer.,shílshom,,
7,,,subchapter,
,"Por tanto, yo te ordeno diciendo: Tres ciudades separarás para ti.",,intro,
עַל־כֵּ֛ן,"Por tanto,",al-ken,,
אָנֹכִ֥י,yo,anojí,,
מְצַוְּךָ֖,te ordeno,metzaejá,,
לֵאמֹ֑ר,diciendo:,lemor,,
שָׁלֹ֥שׁ,Tres,shalosh,,
עָרִ֖ים,ciudades,arim,,
תַּבְדִּ֥יל,separarás,tavdil,,
לָֽךְ׃,para ti.,loj,,
8,,,subchapter,
,"Y si ensancha Adonai tu Dios tu territorio, como juró a tus padres, y te da a ti toda la tierra que habló dar a tus padres;",,intro,
וְאִם־יַרְחִ֞יב,Y si ensancha,veim-iarjiv,,
יְהֹוָ֤ה,Adonai,adonai,,
אֱלֹהֶ֙יךָ֙,tu Dios,elohejá,,
אֶת־גְּבֻ֣לְךָ֔,"tu territorio,",et-gevulejá,,
כַּאֲשֶׁ֥ר,como,kaasher,,
נִשְׁבַּ֖ע,juró,nishbá,,
לַאֲבֹתֶ֑יךָ,"a tus padres,",laavoteja,,
וְנָ֤תַן,y te da,venatan,,
לְךָ֙,a ti,lejá,,
אֶת־כׇּל־הָאָ֔רֶץ,toda la tierra,et-kol-haáretz,,
אֲשֶׁ֥ר,que,asher,,
דִּבֶּ֖ר,habló,diber,,
לָתֵ֥ת,dar,latet,,
לַאֲבֹתֶֽיךָ׃,a tus padres;,laavoteja,,
9,,,subchapter,
,"si guardas todo el mandamiento este para cumplirlo, que yo te ordeno hoy, amando a Adonai tu Dios y andando en Sus caminos todos los días, añadirás para ti todavía tres ciudades además de las tres estas.",,intro,
כִּֽי־תִשְׁמֹר֩,si guardas,ki-tishmor,,
אֶת־כׇּל־הַמִּצְוָ֨ה,todo el mandamiento,et-kol-hamitzvá,,
הַזֹּ֜את,este,hazot,,
לַעֲשֹׂתָ֗הּ,"para cumplirlo,",laasotah,,
אֲשֶׁ֨ר,que,asher,,
אָנֹכִ֣י,yo,anojí,,
מְצַוְּךָ֮,te ordeno,metzaejá,,
הַיּוֹם֒,"hoy,",haiom,,
לְאַהֲבָ֞ה,amando,leahavá,,
אֶת־יְהֹוָ֧ה,a Adonai,et-adonai,,
אֱלֹהֶ֛יךָ,tu Dios,eloheja,,
וְלָלֶ֥כֶת,y andando,velaléjet,,
בִּדְרָכָ֖יו,en Sus caminos,bidrajav,,
כׇּל־הַיָּמִ֑ים,"todos los días,",kol-haiamim,,
וְיָסַפְתָּ֨,añadirás,veiasaftá,,
לְךָ֥,para ti,lejá,,
עוֹד֙,todavía,od,,
שָׁלֹ֣שׁ,tres,shalosh,,
עָרִ֔ים,ciudades,arim,,
עַ֖ל,además de,al,,
הַשָּׁלֹ֥שׁ,las tres,hashalosh,,
הָאֵֽלֶּה׃,estas.,haele,,
10,,,subchapter,
,"Y no será derramada sangre inocente en medio de tu tierra que Adonai tu Dios te da a ti [como] heredad, y habrá sobre ti culpa de sangre.",,intro,
וְלֹ֤א,Y no,veló,,
יִשָּׁפֵךְ֙,será derramada,ishafej,,
דָּ֣ם,sangre,dam,,
נָקִ֔י,inocente,nakí,,
בְּקֶ֣רֶב,en medio de,bekérev,,
אַרְצְךָ֔,tu tierra,artzejá,,
אֲשֶׁר֙,que,asher,,
יְהֹוָ֣ה,Adonai,adonai,,
אֱלֹהֶ֔יךָ,tu Dios,eloheja,,
נֹתֵ֥ן,te da,notén,,
לְךָ֖,a ti,lejá,,
נַחֲלָ֑ה,"[como] heredad,",najalá,,
וְהָיָ֥ה,y habrá,vehaiá,,
עָלֶ֖יךָ,sobre ti,aleja,,
דָּמִֽים׃,culpa de sangre.,damim,,
11,,,subchapter,
,"Pero cuando haya un hombre que odia a su prójimo, y aceche a él, y se levante contra él, y lo golpee [quitándole la] vida y muera, y huya a una de las ciudades estas;",,intro,
וְכִֽי־יִהְיֶ֥ה,Pero cuando haya,vejí-ihié,,
אִישׁ֙,un hombre,ish,,
שֹׂנֵ֣א,que odia,soné,,
לְרֵעֵ֔הוּ,"a su prójimo,",lereehu,,
וְאָ֤רַב,y aceche,veárav,,
לוֹ֙,"a él,",lo,,
וְקָ֣ם,y se levante,vekam,,
עָלָ֔יו,"contra él,",alav,,
וְהִכָּ֥הוּ,y lo golpee,vehikahu,,
נֶ֖פֶשׁ,[quitándole la] vida,néfesh,,
וָמֵ֑ת,"y muera,",vamet,,
וְנָ֕ס,y huya,venás,,
אֶל־אַחַ֖ת,a una de,el-ajat,,
הֶעָרִ֥ים,las ciudades,hearim,,
הָאֵֽל׃,estas;,hael,,
12,,,subchapter,
,"enviarán [los] ancianos de su ciudad y tomarán a él de allí, y entregarán a él en mano de el vengador de la sangre, y morirá.",,intro,
וְשָֽׁלְחוּ֙,enviarán,veshalejú,,
זִקְנֵ֣י,[los] ancianos de,zikné,,
עִיר֔וֹ,su ciudad,iro,,
וְלָקְח֥וּ,y tomarán,velokju,,
אֹת֖וֹ,a él,oto,,
מִשָּׁ֑ם,"de allí,",misham,,
וְנָתְנ֣וּ,y entregarán,venotnu,,
אֹת֗וֹ,a él,oto,,
בְּיַ֛ד,en mano de,beiad,,
גֹּאֵ֥ל,el vengador de,goel,,
הַדָּ֖ם,"la sangre,",hadam,,
וָמֵֽת׃,y morirá.,vamet,,
13,,,subchapter,
,"No tendrá compasión tu ojo de él; y eliminarás [la] sangre inocente de Israel, y te irá bien a ti.",,intro,
לֹא־תָח֥וֹס,No tendrá compasión,lo-tajos,,
עֵֽינְךָ֖,tu ojo,enjá,,
עָלָ֑יו,de él;,alav,,
וּבִֽעַרְתָּ֧,y eliminarás,uviartá,,
דַֽם־הַנָּקִ֛י,[la] sangre inocente,dam-hanakí,,
מִיִּשְׂרָאֵ֖ל,"de Israel,",miisrael,,
וְט֥וֹב,y te irá bien,vétov,,
לָֽךְ׃,a ti.,loj,,
